nrows	sim_id	rxn_type	mean_abort_per_m	sd_abort_per_m	total_abort	total_time	abort_freq
2	143	preterm_both_hit_intact	2090	NA	2090	999998	0.00209
2	144	preterm_5_hit_intact	22524	NA	22524	999988	0.022524
2	144	preterm_both_hit_intact	532	NA	532	999988	5.32e-4
2	145	preterm_3_hit_intact	17626	NA	17626	999994	0.017626
2	145	preterm_both_hit_intact	378	NA	378	999994	3.78e-4
2	146	preterm_5_hit_intact	22265	NA	22265	999980	0.022265
2	146	preterm_both_hit_intact	206	NA	206	999980	2.06e-4
2	147	preterm_3_hit_intact	18042	NA	18042	999921	0.018043
2	147	preterm_both_hit_intact	154	NA	154	999921	1.54e-4
2	148	preterm_5_hit_intact	22717	NA	22717	999946	0.022718
2	148	preterm_both_hit_intact	16	NA	16	999946	1.6e-5
2	149	preterm_3_hit_intact	18318	NA	18318	999992	0.018318
2	149	preterm_both_hit_intact	14	NA	14	999992	1.4e-5
2	151	preterm_5_hit_intact	255	NA	255	999956	2.55e-4
2	151	preterm_no_hit_intact	15861	NA	15861	999956	0.015862
2	152	preterm_5_hit_intact	196	NA	196	999977	1.96e-4
2	152	preterm_no_hit_intact	23207	NA	23207	999977	0.023208
2	153	preterm_5_hit_intact	1037	NA	1037	999972	0.001037
2	153	preterm_both_hit_intact	128	NA	128	999972	1.28e-4
2	154	preterm_3_hit_intact	982	NA	982	999992	9.82e-4
2	154	preterm_both_hit_intact	141	NA	141	999992	1.41e-4
2	155	preterm_5_hit_intact	58	NA	58	999965	5.8e-5
2	155	preterm_no_hit_intact	29608	NA	29608	999965	0.029609
2	156	preterm_5_hit_intact	23	NA	23	999939	2.3e-5
2	156	preterm_no_hit_intact	30142	NA	30142	999939	0.030144
2	157	preterm_5_hit_intact	3296	NA	3296	999965	0.003296
2	157	preterm_both_hit_intact	244	NA	244	999965	2.44e-4
2	158	preterm_3_hit_intact	3143	NA	3143	999998	0.003143
2	158	preterm_both_hit_intact	204	NA	204	999998	2.04e-4
2	159	preterm_5_hit_intact	6396	NA	6396	999957	0.006396
2	159	preterm_both_hit_intact	108	NA	108	999957	1.08e-4
2	16	preterm_5_hit_intact	4	NA	4	999704	4e-6
2	16	preterm_no_hit_intact	1995	NA	1995	999704	0.001996
2	160	preterm_3_hit_intact	5696	NA	5696	999954	0.005696
2	160	preterm_both_hit_intact	95	NA	95	999954	9.5e-5
2	161	preterm_5_hit_intact	6925	NA	6925	999979	0.006925
2	161	preterm_both_hit_intact	45	NA	45	999979	4.5e-5
2	162	preterm_3_hit_intact	6247	NA	6247	999987	0.006247
2	162	preterm_both_hit_intact	36	NA	36	999987	3.6e-5
2	163	preterm_5_hit_intact	7452	NA	7452	999983	0.007452
2	163	preterm_both_hit_intact	2	NA	2	999983	2e-6
2	164	preterm_3_hit_intact	6698	NA	6698	999923	0.006699
2	164	preterm_both_hit_intact	1	NA	1	999923	1e-6
2	166	preterm_5_hit_intact	15	NA	15	999963	1.5e-5
2	166	preterm_no_hit_intact	14830	NA	14830	999963	0.014831
2	167	preterm_5_hit_intact	22	NA	22	999987	2.2e-5
2	167	preterm_no_hit_intact	22297	NA	22297	999987	0.022297
2	168	preterm_5_hit_intact	80	NA	80	999911	8e-5
2	168	preterm_both_hit_intact	2	NA	2	999911	2e-6
1	169	preterm_3_hit_intact	90	NA	90	999981	9e-5
2	17	preterm_5_hit_intact	4	NA	4	999114	4e-6
2	17	preterm_no_hit_intact	2924	NA	2924	999114	0.002927
2	170	preterm_5_hit_intact	25	NA	25	999978	2.5e-5
2	170	preterm_no_hit_intact	29101	NA	29101	999978	0.029102
2	171	preterm_5_hit_intact	22	NA	22	999979	2.2e-5
2	171	preterm_no_hit_intact	30060	NA	30060	999979	0.030061
2	172	preterm_5_hit_intact	411	NA	411	999984	4.11e-4
2	172	preterm_both_hit_intact	6	NA	6	999984	6e-6
2	173	preterm_3_hit_intact	431	NA	431	999983	4.31e-4
2	173	preterm_both_hit_intact	2	NA	2	999983	2e-6
2	174	preterm_5_hit_intact	1343	NA	1343	999998	0.001343
2	174	preterm_both_hit_intact	2	NA	2	999998	2e-6
2	175	preterm_3_hit_intact	1362	NA	1362	999999	0.001362
2	175	preterm_both_hit_intact	7	NA	7	999999	7e-6
2	176	preterm_5_hit_intact	1855	NA	1855	999971	0.001855
2	176	preterm_both_hit_intact	1	NA	1	999971	1e-6
2	177	preterm_3_hit_intact	1807	NA	1807	999956	0.001807
2	177	preterm_both_hit_intact	2	NA	2	999956	2e-6
2	178	preterm_5_hit_intact	2443	NA	2443	1000000	0.002443
2	178	preterm_both_hit_intact	1	NA	1	1000000	1e-6
2	179	preterm_3_hit_intact	2436	NA	2436	999983	0.002436
2	179	preterm_both_hit_intact	1	NA	1	999983	1e-6
2	18	preterm_5_hit_intact	16	NA	16	999905	1.6e-5
2	18	preterm_both_hit_intact	1	NA	1	999905	1e-6
2	181	preterm_5_hit_intact	18537	NA	18537	999999	0.018537
2	181	preterm_no_hit_intact	17195	NA	17195	999999	0.017195
2	182	preterm_5_hit_intact	13419	NA	13419	999999	0.013419
2	182	preterm_no_hit_intact	41257	NA	41257	999999	0.041257
2	183	preterm_5_hit_intact	17572	NA	17572	999996	0.017572
2	183	preterm_both_hit_intact	28292	NA	28292	999996	0.028292
2	184	preterm_3_hit_intact	16429	NA	16429	999995	0.016429
2	184	preterm_both_hit_intact	23488	NA	23488	999995	0.023488
2	185	preterm_5_hit_intact	883	NA	883	999990	8.83e-4
2	185	preterm_no_hit_intact	58008	NA	58008	999990	0.058009
2	186	preterm_5_hit_intact	287	NA	287	999995	2.87e-4
2	186	preterm_no_hit_intact	59319	NA	59319	999995	0.059319
2	187	preterm_5_hit_intact	40122	NA	40122	999985	0.040123
2	187	preterm_both_hit_intact	12290	NA	12290	999985	0.01229
2	188	preterm_3_hit_intact	33138	NA	33138	999996	0.033138
2	188	preterm_both_hit_intact	9252	NA	9252	999996	0.009252
2	189	preterm_5_hit_intact	51697	NA	51697	999961	0.051699
2	189	preterm_both_hit_intact	2479	NA	2479	999961	0.002479
2	19	preterm_3_hit_intact	14	NA	14	999994	1.4e-5
2	19	preterm_both_hit_intact	1	NA	1	999994	1e-6
2	190	preterm_3_hit_intact	41856	NA	41856	999983	0.041857
2	190	preterm_both_hit_intact	1944	NA	1944	999983	0.001944
2	191	preterm_5_hit_intact	53567	NA	53567	999999	0.053567
2	191	preterm_both_hit_intact	907	NA	907	999999	9.07e-4
2	192	preterm_3_hit_intact	43081	NA	43081	999996	0.043081
2	192	preterm_both_hit_intact	702	NA	702	999996	7.02e-4
2	193	preterm_5_hit_intact	53607	NA	53607	999972	0.053608
2	193	preterm_both_hit_intact	90	NA	90	999972	9e-5
2	194	preterm_3_hit_intact	44169	NA	44169	999990	0.044169
2	194	preterm_both_hit_intact	76	NA	76	999990	7.6e-5
2	196	preterm_5_hit_intact	970	NA	970	999988	9.7e-4
2	196	preterm_no_hit_intact	30273	NA	30273	999988	0.030273
2	197	preterm_5_hit_intact	779	NA	779	999997	7.79e-4
2	197	preterm_no_hit_intact	45429	NA	45429	999997	0.045429
2	198	preterm_5_hit_intact	4248	NA	4248	999990	0.004248
2	198	preterm_both_hit_intact	1649	NA	1649	999990	0.001649
2	199	preterm_3_hit_intact	4065	NA	4065	999999	0.004065
2	199	preterm_both_hit_intact	1440	NA	1440	999999	0.00144
2	2	preterm_5_hit_intact	44	NA	44	999906	4.4e-5
2	2	preterm_no_hit_intact	3322	NA	3322	999906	0.003322
2	20	preterm_5_hit_intact	2	NA	2	999423	2e-6
2	20	preterm_no_hit_intact	3764	NA	3764	999423	0.003766
2	200	preterm_5_hit_intact	280	NA	280	999999	2.8e-4
2	200	preterm_no_hit_intact	57467	NA	57467	999999	0.057467
2	201	preterm_5_hit_intact	278	NA	278	999997	2.78e-4
2	201	preterm_no_hit_intact	59344	NA	59344	999997	0.059344
2	202	preterm_5_hit_intact	12425	NA	12425	1000000	0.012425
2	202	preterm_both_hit_intact	2128	NA	2128	1000000	0.002128
2	203	preterm_3_hit_intact	10822	NA	10822	999989	0.010822
2	203	preterm_both_hit_intact	1622	NA	1622	999989	0.001622
2	204	preterm_5_hit_intact	21653	NA	21653	999985	0.021653
2	204	preterm_both_hit_intact	802	NA	802	999985	8.02e-4
2	205	preterm_3_hit_intact	18119	NA	18119	999996	0.018119
2	205	preterm_both_hit_intact	612	NA	612	999996	6.12e-4
2	206	preterm_5_hit_intact	23364	NA	23364	999994	0.023364
2	206	preterm_both_hit_intact	316	NA	316	999994	3.16e-4
2	207	preterm_3_hit_intact	19869	NA	19869	999999	0.019869
2	207	preterm_both_hit_intact	251	NA	251	999999	2.51e-4
2	208	preterm_5_hit_intact	25088	NA	25088	999998	0.025088
2	208	preterm_both_hit_intact	30	NA	30	999998	3e-5
2	209	preterm_3_hit_intact	21258	NA	21258	999998	0.021258
2	209	preterm_both_hit_intact	22	NA	22	999998	2.2e-5
1	21	preterm_no_hit_intact	3901	NA	3901	999283	0.003904
2	211	preterm_5_hit_intact	99	NA	99	999974	9.9e-5
2	211	preterm_no_hit_intact	28918	NA	28918	999974	0.028919
2	212	preterm_5_hit_intact	84	NA	84	999966	8.4e-5
2	212	preterm_no_hit_intact	43596	NA	43596	999966	0.043597
2	213	preterm_5_hit_intact	389	NA	389	999991	3.89e-4
2	213	preterm_both_hit_intact	8	NA	8	999991	8e-6
2	214	preterm_3_hit_intact	325	NA	325	999993	3.25e-4
2	214	preterm_both_hit_intact	4	NA	4	999993	4e-6
2	215	preterm_5_hit_intact	90	NA	90	999999	9e-5
2	215	preterm_no_hit_intact	56791	NA	56791	999999	0.056791
2	216	preterm_5_hit_intact	289	NA	289	999997	2.89e-4
2	216	preterm_no_hit_intact	59282	NA	59282	999997	0.059282
2	217	preterm_5_hit_intact	1694	NA	1694	999990	0.001694
2	217	preterm_both_hit_intact	27	NA	27	999990	2.7e-5
2	218	preterm_3_hit_intact	1589	NA	1589	999996	0.001589
2	218	preterm_both_hit_intact	28	NA	28	999996	2.8e-5
2	219	preterm_5_hit_intact	5018	NA	5018	999959	0.005018
2	219	preterm_both_hit_intact	34	NA	34	999959	3.4e-5
1	22	preterm_5_hit_intact	53	NA	53	999888	5.3e-5
2	220	preterm_3_hit_intact	5029	NA	5029	999998	0.005029
2	220	preterm_both_hit_intact	41	NA	41	999998	4.1e-5
2	221	preterm_5_hit_intact	6699	NA	6699	999998	0.006699
2	221	preterm_both_hit_intact	21	NA	21	999998	2.1e-5
2	222	preterm_3_hit_intact	6772	NA	6772	999996	0.006772
2	222	preterm_both_hit_intact	22	NA	22	999996	2.2e-5
2	223	preterm_5_hit_intact	8903	NA	8903	999999	0.008903
2	223	preterm_both_hit_intact	4	NA	4	999999	4e-6
2	224	preterm_3_hit_intact	8904	NA	8904	999995	0.008904
2	224	preterm_both_hit_intact	5	NA	5	999995	5e-6
2	226	preterm_5_hit_intact	19664	NA	19664	999999	0.019664
2	226	preterm_no_hit_intact	16958	NA	16958	999999	0.016958
2	227	preterm_5_hit_intact	44774	NA	44774	999998	0.044774
2	227	preterm_no_hit_intact	55234	NA	55234	999998	0.055234
2	228	preterm_5_hit_intact	22057	NA	22057	999999	0.022057
2	228	preterm_both_hit_intact	76304	NA	76304	999999	0.076304
2	229	preterm_3_hit_intact	21706	NA	21706	999998	0.021706
2	229	preterm_both_hit_intact	69783	NA	69783	999998	0.069783
1	23	preterm_3_hit_intact	54	NA	54	999988	5.4e-5
2	230	preterm_5_hit_intact	5068	NA	5068	999984	0.005068
2	230	preterm_no_hit_intact	113753	NA	113753	999984	0.113755
2	231	preterm_5_hit_intact	1984	NA	1984	999989	0.001984
2	231	preterm_no_hit_intact	118857	NA	118857	999989	0.118858
2	232	preterm_5_hit_intact	65936	NA	65936	999998	0.065936
2	232	preterm_both_hit_intact	41270	NA	41270	999998	0.04127
2	233	preterm_3_hit_intact	59530	NA	59530	999998	0.05953
2	233	preterm_both_hit_intact	33242	NA	33242	999998	0.033242
2	234	preterm_5_hit_intact	100739	NA	100739	999999	0.100739
2	234	preterm_both_hit_intact	8540	NA	8540	999999	0.00854
2	235	preterm_3_hit_intact	86965	NA	86965	1000000	0.086965
2	235	preterm_both_hit_intact	7023	NA	7023	1000000	0.007023
2	236	preterm_5_hit_intact	106979	NA	106979	999986	0.10698
2	236	preterm_both_hit_intact	3275	NA	3275	999986	0.003275
2	237	preterm_3_hit_intact	91372	NA	91372	999996	0.091372
2	237	preterm_both_hit_intact	2625	NA	2625	999996	0.002625
2	238	preterm_5_hit_intact	109569	NA	109569	999994	0.10957
2	238	preterm_both_hit_intact	308	NA	308	999994	3.08e-4
2	239	preterm_3_hit_intact	94186	NA	94186	999981	0.094188
2	239	preterm_both_hit_intact	254	NA	254	999981	2.54e-4
1	24	preterm_5_hit_intact	133	NA	133	999985	1.33e-4
2	241	preterm_5_hit_intact	6363	NA	6363	999999	0.006363
2	241	preterm_no_hit_intact	57755	NA	57755	999999	0.057755
2	242	preterm_5_hit_intact	3828	NA	3828	999991	0.003828
2	242	preterm_no_hit_intact	86639	NA	86639	999991	0.08664
2	243	preterm_5_hit_intact	14120	NA	14120	999984	0.01412
2	243	preterm_both_hit_intact	17340	NA	17340	999984	0.01734
2	244	preterm_3_hit_intact	13178	NA	13178	999998	0.013178
2	244	preterm_both_hit_intact	14848	NA	14848	999998	0.014848
2	245	preterm_5_hit_intact	1516	NA	1516	999993	0.001516
2	245	preterm_no_hit_intact	112866	NA	112866	999993	0.112867
2	246	preterm_5_hit_intact	2153	NA	2153	999999	0.002153
2	246	preterm_no_hit_intact	118743	NA	118743	999999	0.118743
2	247	preterm_5_hit_intact	37073	NA	37073	999998	0.037073
2	247	preterm_both_hit_intact	13538	NA	13538	999998	0.013538
2	248	preterm_3_hit_intact	30934	NA	30934	999997	0.030934
2	248	preterm_both_hit_intact	9950	NA	9950	999997	0.00995
2	249	preterm_5_hit_intact	62422	NA	62422	999990	0.062423
2	249	preterm_both_hit_intact	4222	NA	4222	999990	0.004222
1	25	preterm_3_hit_intact	115	NA	115	999971	1.15e-4
2	250	preterm_3_hit_intact	49994	NA	49994	999993	0.049994
2	250	preterm_both_hit_intact	3039	NA	3039	999993	0.003039
2	251	preterm_5_hit_intact	67614	NA	67614	999998	0.067614
2	251	preterm_both_hit_intact	1629	NA	1629	999998	0.001629
2	252	preterm_3_hit_intact	54582	NA	54582	999989	0.054583
2	252	preterm_both_hit_intact	1241	NA	1241	999989	0.001241
2	253	preterm_5_hit_intact	70641	NA	70641	999969	0.070643
2	253	preterm_both_hit_intact	167	NA	167	999969	1.67e-4
2	254	preterm_3_hit_intact	65599	NA	65599	999993	0.065599
2	254	preterm_both_hit_intact	898	NA	898	999993	8.98e-4
2	256	preterm_5_hit_intact	359	NA	359	999999	3.59e-4
2	256	preterm_no_hit_intact	54373	NA	54373	999999	0.054373
2	257	preterm_5_hit_intact	791	NA	791	999998	7.91e-4
2	257	preterm_no_hit_intact	87549	NA	87549	999998	0.087549
2	258	preterm_5_hit_intact	1451	NA	1451	999995	0.001451
2	258	preterm_both_hit_intact	50	NA	50	999995	5e-5
2	259	preterm_3_hit_intact	1445	NA	1445	999999	0.001445
2	259	preterm_both_hit_intact	92	NA	92	999999	9.2e-5
1	26	preterm_5_hit_intact	123	NA	123	999567	1.23e-4
2	260	preterm_5_hit_intact	1229	NA	1229	999999	0.001229
2	260	preterm_no_hit_intact	113382	NA	113382	999999	0.113382
2	261	preterm_5_hit_intact	1361	NA	1361	999991	0.001361
2	261	preterm_no_hit_intact	116113	NA	116113	999991	0.116114
2	262	preterm_5_hit_intact	6020	NA	6020	999999	0.00602
2	262	preterm_both_hit_intact	221	NA	221	999999	2.21e-4
2	263	preterm_3_hit_intact	5893	NA	5893	999999	0.005893
2	263	preterm_both_hit_intact	207	NA	207	999999	2.07e-4
2	264	preterm_5_hit_intact	17398	NA	17398	999999	0.017398
2	264	preterm_both_hit_intact	202	NA	202	999999	2.02e-4
2	265	preterm_3_hit_intact	17162	NA	17162	999997	0.017162
2	265	preterm_both_hit_intact	185	NA	185	999997	1.85e-4
2	266	preterm_5_hit_intact	22692	NA	22692	999984	0.022692
2	266	preterm_both_hit_intact	124	NA	124	999984	1.24e-4
2	267	preterm_3_hit_intact	22575	NA	22575	999996	0.022575
2	267	preterm_both_hit_intact	116	NA	116	999996	1.16e-4
2	268	preterm_5_hit_intact	29371	NA	29371	999992	0.029371
2	268	preterm_both_hit_intact	29	NA	29	999992	2.9e-5
2	269	preterm_3_hit_intact	35995	NA	35995	999990	0.035995
2	269	preterm_both_hit_intact	515	NA	515	999990	5.15e-4
1	27	preterm_3_hit_intact	113	NA	113	999923	1.13e-4
2	271	preterm_5_hit_intact	19682	NA	19682	999999	0.019682
2	271	preterm_no_hit_intact	16986	NA	16986	999999	0.016986
2	272	preterm_5_hit_intact	76204	NA	76204	1000000	0.076204
2	272	preterm_no_hit_intact	76256	NA	76256	1000000	0.076256
2	273	preterm_5_hit_intact	30781	NA	30781	999999	0.030781
2	273	preterm_both_hit_intact	154672	NA	154672	999999	0.154672
2	274	preterm_3_hit_intact	29518	NA	29518	999999	0.029518
2	274	preterm_both_hit_intact	149953	NA	149953	999999	0.149953
2	275	preterm_5_hit_intact	19853	NA	19853	999999	0.019853
2	275	preterm_no_hit_intact	214322	NA	214322	999999	0.214322
2	276	preterm_5_hit_intact	9434	NA	9434	999993	0.009434
2	276	preterm_no_hit_intact	219448	NA	219448	999993	0.219449
2	277	preterm_5_hit_intact	90910	NA	90910	999999	0.09091
2	277	preterm_both_hit_intact	105583	NA	105583	999999	0.105583
2	278	preterm_3_hit_intact	88185	NA	88185	1000000	0.088185
2	278	preterm_both_hit_intact	91160	NA	91160	1000000	0.09116
2	279	preterm_5_hit_intact	173584	NA	173584	999999	0.173584
2	279	preterm_both_hit_intact	25248	NA	25248	999999	0.025248
1	28	preterm_5_hit_intact	132	NA	132	999871	1.32e-4
2	280	preterm_3_hit_intact	174050	NA	174050	999999	0.17405
2	280	preterm_both_hit_intact	24136	NA	24136	999999	0.024136
2	281	preterm_5_hit_intact	189355	NA	189355	999999	0.189355
2	281	preterm_both_hit_intact	9303	NA	9303	999999	0.009303
2	282	preterm_3_hit_intact	201567	NA	201567	999998	0.201567
2	282	preterm_both_hit_intact	11519	NA	11519	999998	0.011519
2	283	preterm_5_hit_intact	198045	NA	198045	999994	0.198046
2	283	preterm_both_hit_intact	855	NA	855	999994	8.55e-4
2	284	preterm_3_hit_intact	207110	NA	207110	999999	0.20711
2	284	preterm_both_hit_intact	4070	NA	4070	999999	0.00407
2	286	preterm_5_hit_intact	28917	NA	28917	530347	0.054525
2	286	preterm_no_hit_intact	42332	NA	42332	530347	0.079819
2	287	preterm_5_hit_intact	22671	NA	22671	999999	0.022671
2	287	preterm_no_hit_intact	155466	NA	155466	999999	0.155466
2	288	preterm_5_hit_intact	29288	NA	29288	999999	0.029288
2	288	preterm_both_hit_intact	83979	NA	83979	999999	0.083979
2	289	preterm_3_hit_intact	27806	NA	27806	999999	0.027806
2	289	preterm_both_hit_intact	77671	NA	77671	999999	0.077671
1	29	preterm_3_hit_intact	151	NA	151	999707	1.51e-4
2	290	preterm_5_hit_intact	6331	NA	6331	999998	0.006331
2	290	preterm_no_hit_intact	210913	NA	210913	999998	0.210913
2	291	preterm_5_hit_intact	9247	NA	9247	999988	0.009247
2	291	preterm_no_hit_intact	215079	NA	215079	999988	0.215081
2	292	preterm_5_hit_intact	75744	NA	75744	999999	0.075744
2	292	preterm_both_hit_intact	58014	NA	58014	999999	0.058014
2	293	preterm_3_hit_intact	67362	NA	67362	1000000	0.067362
2	293	preterm_both_hit_intact	44456	NA	44456	1000000	0.044456
2	294	preterm_5_hit_intact	142249	NA	142249	999999	0.142249
2	294	preterm_both_hit_intact	16950	NA	16950	999999	0.01695
2	295	preterm_3_hit_intact	125603	NA	125603	999998	0.125603
2	295	preterm_both_hit_intact	13720	NA	13720	999998	0.01372
2	296	preterm_5_hit_intact	157084	NA	157084	999999	0.157084
2	296	preterm_both_hit_intact	6523	NA	6523	999999	0.006523
2	297	preterm_3_hit_intact	128635	NA	128635	999999	0.128635
2	297	preterm_both_hit_intact	4802	NA	4802	999999	0.004802
2	298	preterm_5_hit_intact	162854	NA	162854	999998	0.162854
2	298	preterm_both_hit_intact	612	NA	612	999998	6.12e-4
2	299	preterm_3_hit_intact	141870	NA	141870	999999	0.14187
2	299	preterm_both_hit_intact	3933	NA	3933	999999	0.003933
2	3	preterm_5_hit_intact	287	NA	287	999968	2.87e-4
2	3	preterm_both_hit_intact	13	NA	13	999968	1.3e-5
2	301	preterm_5_hit_intact	2804	NA	2804	999999	0.002804
2	301	preterm_no_hit_intact	113810	NA	113810	999999	0.11381
2	302	preterm_5_hit_intact	3226	NA	3226	999999	0.003226
2	302	preterm_no_hit_intact	170640	NA	170640	999999	0.17063999999999999
2	303	preterm_5_hit_intact	4745	NA	4745	947621	0.005007
2	303	preterm_both_hit_intact	504	NA	504	947621	5.32e-4
2	304	preterm_3_hit_intact	5552	NA	5552	801816	0.006924
2	304	preterm_both_hit_intact	857	NA	857	801816	0.001069
2	305	preterm_5_hit_intact	4740	NA	4740	999996	0.00474
2	305	preterm_no_hit_intact	222206	NA	222206	999996	0.222207
2	306	preterm_5_hit_intact	9214	NA	9214	999999	0.009214
2	306	preterm_no_hit_intact	218009	NA	218009	999999	0.218009
2	307	preterm_5_hit_intact	20309	NA	20309	999999	0.020309
2	307	preterm_both_hit_intact	1383	NA	1383	999999	0.001383
2	308	preterm_3_hit_intact	19883	NA	19883	999999	0.019883
2	308	preterm_both_hit_intact	1269	NA	1269	999999	0.001269
2	309	preterm_5_hit_intact	52955	NA	52955	999999	0.052955
2	309	preterm_both_hit_intact	1060	NA	1060	999999	0.00106
1	31	preterm_no_hit_intact	1849	NA	1849	999507	0.00185
2	310	preterm_3_hit_intact	63914	NA	63914	999999	0.063914
2	310	preterm_both_hit_intact	1973	NA	1973	999999	0.001973
2	311	preterm_5_hit_intact	67250	NA	67250	999991	0.067251
2	311	preterm_both_hit_intact	622	NA	622	999991	6.22e-4
2	312	preterm_3_hit_intact	85927	NA	85927	999998	0.085927
2	312	preterm_both_hit_intact	2244	NA	2244	999998	0.002244
2	313	preterm_5_hit_intact	82572	NA	82572	999993	0.082573
2	313	preterm_both_hit_intact	136	NA	136	999993	1.36e-4
2	314	preterm_3_hit_intact	89543	NA	89543	999999	0.089543
