nrows	sim_id	rxn_type	mean_abort_per_m	sd_abort_per_m	total_abort	total_time	abort_freq
2	39	preterm_no_hit_endocleaved	1	0	47	988203	4.8e-5
2	4	preterm_5_hit_endocleaved	1	1	214	997623	2.15e-4
2	4	preterm_no_hit_endocleaved	2	1	769	997623	7.71e-4
2	40	preterm_5_hit_endocleaved	1	0	127	998298	1.27e-4
2	40	preterm_no_hit_endocleaved	2	1	478	998298	4.79e-4
2	41	preterm_5_hit_endocleaved	3	2	2220	999238	0.002222
2	41	preterm_no_hit_endocleaved	4	1	3449	999238	0.003452
2	42	preterm_5_hit_endocleaved	6	4	6517	999684	0.006519
2	42	preterm_no_hit_endocleaved	6	2	6112	999684	0.006114
2	43	preterm_5_hit_endocleaved	10	5	9914	999760	0.009916
2	43	preterm_no_hit_endocleaved	7	3	7212	999760	0.007214
2	44	preterm_5_hit_endocleaved	12	6	12763	999995	0.012763
2	44	preterm_no_hit_endocleaved	7	4	8250	999995	0.00825
1	45	preterm_no_hit_endocleaved	1	NA	1	569125	2e-6
1	46	preterm_no_hit_endocleaved	1	NA	1	877908	1e-6
2	47	preterm_5_hit_endocleaved	1	NA	1	292406	3e-6
2	47	preterm_no_hit_endocleaved	2	0	8	305719	2.6e-5
2	48	preterm_5_hit_endocleaved	1	0	8	970030	8e-6
2	48	preterm_no_hit_endocleaved	1	0	39	975774	4e-5
2	49	preterm_5_hit_endocleaved	1	0	100	982020	1.02e-4
2	49	preterm_no_hit_endocleaved	2	1	397	986770	4.02e-4
2	5	preterm_5_hit_endocleaved	3	2	2545	999855	0.002545
2	5	preterm_no_hit_endocleaved	4	1	3838	999855	0.003839
2	50	preterm_5_hit_endocleaved	3	2	1973	999833	0.001973
2	50	preterm_no_hit_endocleaved	4	1	3028	999833	0.003029
2	51	preterm_5_hit_endocleaved	6	4	6142	998986	0.006148
2	51	preterm_no_hit_endocleaved	6	2	5902	998986	0.005908
2	52	preterm_5_hit_endocleaved	10	5	10376	999767	0.010378
2	52	preterm_no_hit_endocleaved	7	3	7227	999799	0.007228
2	53	preterm_5_hit_endocleaved	12	6	12046	999933	0.012047
2	53	preterm_no_hit_endocleaved	7	4	7759	999998	0.007759
1	55	preterm_no_hit_endocleaved	1	0	3	992926	3e-6
1	56	preterm_no_hit_endocleaved	1	0	5	964861	5e-6
2	57	preterm_5_hit_endocleaved	1	0	3	850175	4e-6
2	57	preterm_no_hit_endocleaved	1	0	41	913108	4.5e-5
2	58	preterm_5_hit_endocleaved	1	0	82	996919	8.2e-5
2	58	preterm_no_hit_endocleaved	2	1	374	999720	3.74e-4
2	59	preterm_5_hit_endocleaved	3	2	1782	999091	0.001784
2	59	preterm_no_hit_endocleaved	4	1	3102	999091	0.003105
2	6	preterm_5_hit_endocleaved	6	4	6449	999955	0.006449
2	6	preterm_no_hit_endocleaved	6	2	5992	999955	0.005992
2	60	preterm_5_hit_endocleaved	6	4	6470	999021	0.006476
2	60	preterm_no_hit_endocleaved	6	2	6160	999021	0.006166
2	61	preterm_5_hit_endocleaved	10	5	10357	999257	0.010365
2	61	preterm_no_hit_endocleaved	7	3	7701	999257	0.007707
2	62	preterm_5_hit_endocleaved	12	6	12133	999956	0.012134
2	62	preterm_no_hit_endocleaved	7	4	7899	999956	0.007899
1	65	preterm_no_hit_endocleaved	1	0	7	776336	9e-6
2	66	preterm_5_hit_endocleaved	1	0	4	810230	5e-6
2	66	preterm_no_hit_endocleaved	1	0	47	991728	4.7e-5
2	67	preterm_5_hit_endocleaved	1	0	82	956315	8.6e-5
2	67	preterm_no_hit_endocleaved	2	1	381	998478	3.82e-4
2	68	preterm_5_hit_endocleaved	3	2	1832	998128	0.001835
2	68	preterm_no_hit_endocleaved	4	1	3084	998128	0.00309
2	69	preterm_5_hit_endocleaved	6	4	6602	999570	0.006605
2	69	preterm_no_hit_endocleaved	6	2	6202	999570	0.006205
2	7	preterm_5_hit_endocleaved	10	5	10933	999266	0.010941
2	7	preterm_no_hit_endocleaved	7	3	7865	999266	0.007871
2	70	preterm_5_hit_endocleaved	9	6	9436	999999	0.009436
2	70	preterm_no_hit_endocleaved	7	3	7051	999999	0.007051
2	71	preterm_5_hit_endocleaved	12	6	11956	998392	0.011975
2	71	preterm_no_hit_endocleaved	7	4	7644	998392	0.007656
1	74	preterm_no_hit_endocleaved	1	0	3	852410	4e-6
2	75	preterm_5_hit_endocleaved	1	0	3	332468	9e-6
2	75	preterm_no_hit_endocleaved	1	0	71	993151	7.1e-5
2	76	preterm_5_hit_endocleaved	1	1	82	997341	8.2e-5
2	76	preterm_no_hit_endocleaved	2	1	369	998515	3.7e-4
2	77	preterm_5_hit_endocleaved	3	2	1716	997519	0.00172
2	77	preterm_no_hit_endocleaved	4	1	2973	998630	0.002977
2	78	preterm_5_hit_endocleaved	7	4	6393	999999	0.006393
2	78	preterm_no_hit_endocleaved	6	2	5740	999999	0.00574
2	79	preterm_5_hit_endocleaved	10	6	10754	999309	0.010761
2	79	preterm_no_hit_endocleaved	7	3	7690	999309	0.007695
2	8	preterm_5_hit_endocleaved	12	6	12112	992574	0.012203
2	8	preterm_no_hit_endocleaved	7	4	7874	992574	0.007933
2	80	preterm_5_hit_endocleaved	12	6	12155	999137	0.012165
2	80	preterm_no_hit_endocleaved	7	4	7803	999137	0.00781
1	81	preterm_no_hit_endocleaved	1	NA	1	179542	6e-6
2	83	preterm_5_hit_endocleaved	1	NA	1	760785	1e-6
2	83	preterm_no_hit_endocleaved	1	0	6	760785	8e-6
2	84	preterm_5_hit_endocleaved	1	0	5	627139	8e-6
2	84	preterm_no_hit_endocleaved	1	1	62	980316	6.3e-5
2	85	preterm_5_hit_endocleaved	1	1	72	980291	7.3e-5
2	85	preterm_no_hit_endocleaved	2	1	311	997928	3.12e-4
2	86	preterm_5_hit_endocleaved	3	2	1623	999998	0.001623
2	86	preterm_no_hit_endocleaved	4	1	2949	999998	0.002949
2	87	preterm_5_hit_endocleaved	6	4	6702	998252	0.006714
2	87	preterm_no_hit_endocleaved	6	2	6283	998252	0.006294
2	88	preterm_5_hit_endocleaved	10	5	10112	999812	0.010114
2	88	preterm_no_hit_endocleaved	7	3	7228	999812	0.007229
2	89	preterm_5_hit_endocleaved	12	6	11659	999617	0.011663
2	89	preterm_no_hit_endocleaved	7	4	7370	999617	0.007373
1	9	preterm_no_hit_endocleaved	1	0	3	914950	3e-6
