nrows	sim_id	rxn_type	mean_abort_per_m	sd_abort_per_m	total_abort	total_time	abort_freq
2	26	preterm_both_hit_intact	24274	NA	24274	860230	0.028218
1	27	preterm_5_hit_intact	125	NA	125	999987	1.25e-4
2	28	preterm_5_hit_intact	454	NA	454	999925	4.54e-4
2	28	preterm_both_hit_intact	3	NA	3	999925	3e-6
2	29	preterm_5_hit_intact	1925	NA	1925	999941	0.001925
2	29	preterm_both_hit_intact	8	NA	8	999941	8e-6
2	3	preterm_5_hit_intact	7018	NA	7018	999916	0.007019
2	3	preterm_both_hit_intact	42	NA	42	999916	4.2e-5
2	30	preterm_5_hit_intact	6994	NA	6994	999994	0.006994
2	30	preterm_both_hit_intact	42	NA	42	999994	4.2e-5
2	31	preterm_5_hit_intact	23932	NA	23932	999974	0.023933
2	31	preterm_both_hit_intact	330	NA	330	999974	3.3e-4
2	32	preterm_5_hit_intact	67042	NA	67042	999995	0.067042
2	32	preterm_both_hit_intact	1701	NA	1701	999995	0.001701
2	33	preterm_5_hit_intact	154346	NA	154346	999989	0.154348
2	33	preterm_both_hit_intact	6369	NA	6369	999989	0.006369
2	34	preterm_5_hit_intact	283050	NA	283050	999999	0.28305
2	34	preterm_both_hit_intact	16606	NA	16606	999999	0.016606
2	35	preterm_5_hit_intact	366199	NA	366199	858324	0.426644
2	35	preterm_both_hit_intact	24753	NA	24753	858324	0.028839
1	36	preterm_5_hit_intact	125	NA	125	999798	1.25e-4
1	37	preterm_5_hit_intact	501	NA	501	999869	5.01e-4
2	38	preterm_5_hit_intact	1887	NA	1887	999923	0.001887
2	38	preterm_both_hit_intact	8	NA	8	999923	8e-6
2	39	preterm_5_hit_intact	7105	NA	7105	999996	0.007105
2	39	preterm_both_hit_intact	47	NA	47	999996	4.7e-5
2	4	preterm_5_hit_intact	22203	NA	22203	999973	0.022204
2	4	preterm_both_hit_intact	302	NA	302	999973	3.02e-4
2	40	preterm_5_hit_intact	23763	NA	23763	999967	0.023764
2	40	preterm_both_hit_intact	308	NA	308	999967	3.08e-4
2	41	preterm_5_hit_intact	67398	NA	67398	999998	0.067398
2	41	preterm_both_hit_intact	1755	NA	1755	999998	0.001755
2	42	preterm_5_hit_intact	156232	NA	156232	999999	0.156232
2	42	preterm_both_hit_intact	6373	NA	6373	999999	0.006373
2	43	preterm_5_hit_intact	285517	NA	285517	999999	0.285517
2	43	preterm_both_hit_intact	16818	NA	16818	999999	0.016818
2	44	preterm_5_hit_intact	357173	NA	357173	831890	0.429351
2	44	preterm_both_hit_intact	24120	NA	24120	831890	0.028994
1	45	preterm_5_hit_intact	123	NA	123	999567	1.23e-4
2	46	preterm_5_hit_intact	548	NA	548	999854	5.48e-4
2	46	preterm_both_hit_intact	2	NA	2	999854	2e-6
2	47	preterm_5_hit_intact	1890	NA	1890	999963	0.00189
2	47	preterm_both_hit_intact	4	NA	4	999963	4e-6
2	48	preterm_5_hit_intact	6925	NA	6925	999979	0.006925
2	48	preterm_both_hit_intact	45	NA	45	999979	4.5e-5
2	49	preterm_5_hit_intact	23364	NA	23364	999994	0.023364
2	49	preterm_both_hit_intact	316	NA	316	999994	3.16e-4
2	5	preterm_5_hit_intact	60269	NA	60269	999999	0.060269
2	5	preterm_both_hit_intact	1423	NA	1423	999999	0.001423
2	50	preterm_5_hit_intact	67614	NA	67614	999998	0.067614
2	50	preterm_both_hit_intact	1629	NA	1629	999998	0.001629
2	51	preterm_5_hit_intact	157084	NA	157084	999999	0.157084
2	51	preterm_both_hit_intact	6523	NA	6523	999999	0.006523
2	52	preterm_5_hit_intact	287124	NA	287124	999999	0.287124
2	52	preterm_both_hit_intact	16865	NA	16865	999999	0.016865
2	53	preterm_5_hit_intact	400129	NA	400129	929646	0.43041
2	53	preterm_both_hit_intact	27242	NA	27242	929646	0.029304
1	54	preterm_5_hit_intact	126	NA	126	999939	1.26e-4
1	55	preterm_5_hit_intact	520	NA	520	999994	5.2e-4
2	56	preterm_5_hit_intact	1871	NA	1871	999786	0.001871
2	56	preterm_both_hit_intact	5	NA	5	999786	5e-6
2	57	preterm_5_hit_intact	7041	NA	7041	999999	0.007041
2	57	preterm_both_hit_intact	48	NA	48	999999	4.8e-5
2	58	preterm_5_hit_intact	23499	NA	23499	999987	0.023499
2	58	preterm_both_hit_intact	292	NA	292	999987	2.92e-4
2	59	preterm_5_hit_intact	67626	NA	67626	999999	0.067626
2	59	preterm_both_hit_intact	1682	NA	1682	999999	0.001682
2	6	preterm_5_hit_intact	135870	NA	135870	999996	0.13587
2	6	preterm_both_hit_intact	5216	NA	5216	999996	0.005216
2	60	preterm_5_hit_intact	157315	NA	157315	999998	0.157315
2	60	preterm_both_hit_intact	6327	NA	6327	999998	0.006327
2	61	preterm_5_hit_intact	287893	NA	287893	999997	0.287894
2	61	preterm_both_hit_intact	16929	NA	16929	999997	0.016929
2	62	preterm_5_hit_intact	352434	NA	352434	816713	0.431527
2	62	preterm_both_hit_intact	23712	NA	23712	816713	0.029033
2	63	preterm_5_hit_intact	138	NA	138	999668	1.38e-4
2	63	preterm_both_hit_intact	1	NA	1	999668	1e-6
2	64	preterm_5_hit_intact	540	NA	540	999991	5.4e-4
2	64	preterm_both_hit_intact	1	NA	1	999991	1e-6
2	65	preterm_5_hit_intact	1807	NA	1807	999933	0.001807
2	65	preterm_both_hit_intact	8	NA	8	999933	8e-6
2	66	preterm_5_hit_intact	6772	NA	6772	999981	0.006772
2	66	preterm_both_hit_intact	50	NA	50	999981	5e-5
2	67	preterm_5_hit_intact	23015	NA	23015	999985	0.023015
2	67	preterm_both_hit_intact	271	NA	271	999985	2.71e-4
2	68	preterm_5_hit_intact	67643	NA	67643	999997	0.067643
2	68	preterm_both_hit_intact	1635	NA	1635	999997	0.001635
2	69	preterm_5_hit_intact	156836	NA	156836	999998	0.156836
2	69	preterm_both_hit_intact	6534	NA	6534	999998	0.006534
2	7	preterm_5_hit_intact	253579	NA	253579	999999	0.253579
2	7	preterm_both_hit_intact	13418	NA	13418	999999	0.013418
2	70	preterm_5_hit_intact	288205	NA	288205	999999	0.288205
2	70	preterm_both_hit_intact	16758	NA	16758	999999	0.016758
2	71	preterm_5_hit_intact	386841	NA	386841	894578	0.432428
2	71	preterm_both_hit_intact	26328	NA	26328	894578	0.029431
1	72	preterm_5_hit_intact	121	NA	121	999996	1.21e-4
1	73	preterm_5_hit_intact	532	NA	532	999972	5.32e-4
2	74	preterm_5_hit_intact	1870	NA	1870	999964	0.00187
2	74	preterm_both_hit_intact	3	NA	3	999964	3e-6
2	75	preterm_5_hit_intact	6847	NA	6847	999979	0.006847
2	75	preterm_both_hit_intact	49	NA	49	999979	4.9e-5
2	76	preterm_5_hit_intact	22896	NA	22896	999995	0.022896
2	76	preterm_both_hit_intact	321	NA	321	999995	3.21e-4
2	77	preterm_5_hit_intact	67056	NA	67056	999999	0.067056
2	77	preterm_both_hit_intact	1593	NA	1593	999999	0.001593
2	78	preterm_5_hit_intact	156931	NA	156931	999997	0.156931
2	78	preterm_both_hit_intact	6449	NA	6449	999997	0.006449
2	79	preterm_5_hit_intact	288620	NA	288620	999998	0.28862
2	79	preterm_both_hit_intact	16853	NA	16853	999998	0.016853
2	8	preterm_5_hit_intact	311125	NA	311125	788172	0.394742
2	8	preterm_both_hit_intact	18782	NA	18782	788172	0.02383
2	80	preterm_5_hit_intact	355746	NA	355746	822668	0.43243
2	80	preterm_both_hit_intact	24060	NA	24060	822668	0.029246
1	81	preterm_5_hit_intact	101	NA	101	999987	1.01e-4
1	82	preterm_5_hit_intact	470	NA	470	999884	4.7e-4
2	83	preterm_5_hit_intact	1767	NA	1767	999978	0.001767
2	83	preterm_both_hit_intact	5	NA	5	999978	5e-6
2	84	preterm_5_hit_intact	6633	NA	6633	999971	0.006633
2	84	preterm_both_hit_intact	46	NA	46	999971	4.6e-5
2	85	preterm_5_hit_intact	22986	NA	22986	999999	0.022986
2	85	preterm_both_hit_intact	287	NA	287	999999	2.87e-4
2	86	preterm_5_hit_intact	66234	NA	66234	999999	0.066234
2	86	preterm_both_hit_intact	1607	NA	1607	999999	0.001607
2	87	preterm_5_hit_intact	156757	NA	156757	999999	0.156757
2	87	preterm_both_hit_intact	6436	NA	6436	999999	0.006436
2	88	preterm_5_hit_intact	288481	NA	288481	999992	0.288483
2	88	preterm_both_hit_intact	16699	NA	16699	999992	0.016699
2	89	preterm_5_hit_intact	372123	NA	372123	859089	0.43316
2	89	preterm_both_hit_intact	24901	NA	24901	859089	0.028985
1	9	preterm_5_hit_intact	138	NA	138	999980	1.38e-4
